CUSTOMER_NUMBER,LATEST_CREDITCARD_COUNT,LATEST_DEBITCARD_COUNT,HAS_CREDITCARD_OBS,HAS_DEBITCARD_OBS,CARD_ACTIVE_MONTHS,MAX_HIST_CREDITCARD,MAX_HIST_DEBITCARD,CREDITCARD_GROWTH,DEBITCARD_GROWTH
843175,0,1,0,1,7,0,1,0,0
843205,0,1,0,1,5,0,1,0,0
843248,1,0,1,0,2,1,0,0,0
843266,1,0,1,0,6,1,0,0,0
843286,0,1,0,1,2,0,1,0,0
843289,0,1,0,1,6,0,1,0,0
843295,0,1,0,1,1,0,1,0,0
843317,0,2,0,1,1,0,2,0,0
843335,0,1,0,1,8,0,1,0,0
843337,0,1,0,1,5,0,1,0,0
843351,1,0,1,0,3,1,0,0,0
843360,0,1,0,1,3,0,1,0,0
843403,0,1,0,1,4,0,1,0,0
843418,0,1,0,1,3,0,1,0,0
843420,0,1,0,1,3,0,1,0,0
843445,0,1,0,1,5,0,1,0,0
843471,1,0,1,0,5,1,0,0,0
843480,0,1,0,1,7,0,1,0,0
843484,1,0,1,0,6,1,0,0,0
843502,1,1,1,1,6,1,1,0,0
843515,1,0,1,0,5,1,0,0,0
843547,0,1,0,1,7,0,1,0,0
843551,0,1,0,1,2,0,1,0,0
843554,0,2,0,1,6,0,2,0,1
843559,0,1,0,1,3,0,1,0,0
843567,1,0,1,0,2,1,0,0,0
843569,0,1,0,1,2,0,1,0,0
843596,0,1,0,1,3,0,1,0,0
843630,3,0,1,0,2,3,0,0,0
843635,0,2,0,1,2,0,2,0,0
843647,1,0,1,0,2,1,0,0,0
843670,1,0,1,0,1,1,0,0,0
843677,1,0,1,0,4,1,0,0,0
843701,0,1,0,1,2,0,1,0,0
843707,1,0,1,0,4,1,0,0,0
843717,0,1,0,1,5,0,1,0,0
843721,0,1,0,1,7,0,1,0,0
843749,0,1,0,1,7,0,1,0,0
843760,0,1,0,1,6,0,1,0,0
843761,0,1,0,1,5,0,1,0,0
843773,1,0,1,0,4,1,0,0,0
843780,0,1,0,1,5,0,1,0,0
843782,0,1,0,1,9,0,1,0,0
843786,0,1,0,1,5,0,1,0,0
843796,1,0,1,0,7,1,0,0,0
843797,0,1,0,1,2,0,1,0,0
843821,0,1,0,1,3,0,1,0,0
843824,0,1,0,1,6,0,1,0,0
843829,0,1,0,1,5,0,1,0,0
843837,1,0,1,0,5,1,0,0,0
843864,1,0,1,0,7,1,0,0,0
843875,1,0,1,0,3,1,0,0,0
843877,1,0,1,0,2,1,0,0,0
843884,1,0,1,0,2,1,0,0,0
843893,0,1,0,1,1,0,1,0,0
843898,0,1,0,1,4,0,1,0,0
843899,0,1,0,1,4,0,1,0,0
843905,0,1,0,1,6,0,1,0,0
843922,0,1,0,1,3,0,1,0,0
843934,0,1,0,1,9,0,1,0,0
843936,1,0,1,0,7,1,0,0,0
843939,0,1,0,1,4,0,1,0,0
843982,0,1,0,1,8,0,1,0,0
844000,0,1,0,1,4,0,1,0,0
844006,0,2,0,1,2,0,2,0,0
844012,1,0,1,0,5,1,0,0,0
844034,0,1,0,1,1,0,1,0,0
844066,1,0,1,0,8,1,0,0,0
844075,0,2,0,1,7,0,2,0,1
844081,0,1,0,1,5,0,1,0,0
844089,1,0,1,0,9,1,0,0,0
844103,0,1,0,1,1,0,1,0,0
844108,0,1,0,1,3,0,1,0,0
844115,1,1,1,1,9,1,1,1,0
844117,0,1,0,1,3,0,1,0,0
844142,0,1,0,1,3,0,1,0,0
844149,1,0,1,0,1,1,0,0,0
844171,0,1,0,1,4,0,1,0,0
844187,1,0,1,0,2,1,0,0,0
844193,0,1,0,1,5,0,1,0,0
844195,0,1,0,1,1,0,1,0,0
844223,0,1,0,1,2,0,1,0,0
844224,0,1,0,1,1,0,1,0,0
844242,0,1,0,1,4,0,1,0,0
844274,1,0,1,0,8,1,0,0,0
844284,0,1,0,1,9,0,1,0,0
844288,0,1,0,1,2,0,1,0,0
844289,0,1,0,1,1,0,1,0,0
844295,0,1,0,1,2,0,1,0,0
844315,0,1,0,1,3,0,1,0,0
844324,1,0,1,0,2,1,0,0,0
844338,0,1,0,1,1,0,1,0,0
844362,0,2,0,1,3,0,2,0,1
844398,0,1,0,1,1,0,1,0,0
844407,0,1,0,1,5,0,1,0,0
844410,1,0,1,0,5,1,0,0,0
844416,0,1,0,1,6,0,1,0,0
844418,0,1,0,1,5,0,1,0,0
844423,1,0,1,0,7,1,0,0,0
844449,0,1,0,1,3,0,1,0,0
844453,0,1,0,1,1,0,1,0,0
844507,0,1,0,1,5,0,1,0,0
844510,0,1,0,1,5,0,1,0,0
844521,0,1,0,1,2,0,1,0,0
844533,1,0,1,0,2,1,0,0,0
844537,0,1,0,1,6,0,1,0,0
844546,0,1,0,1,2,0,1,0,0
844563,1,0,1,0,1,1,0,0,0
844583,0,1,0,1,4,0,1,0,0
844584,0,1,0,1,2,0,1,0,0
844633,0,1,0,1,6,0,1,0,0
844634,0,1,0,1,3,0,1,0,0
844643,0,1,0,1,2,0,1,0,0
844664,0,1,0,1,6,0,1,0,0
844665,0,1,0,1,2,0,1,0,0
844672,0,1,0,1,9,0,1,0,0
844696,1,0,1,0,2,1,0,0,0
844700,1,0,1,0,2,1,0,0,0
844704,0,1,0,1,2,0,1,0,0
844707,1,0,1,0,9,1,0,0,0
844709,1,0,1,0,8,1,0,0,0
844719,0,1,0,1,2,0,1,0,0
844724,0,1,0,1,3,0,1,0,0
844760,1,0,1,0,1,1,0,0,0
844769,0,1,0,1,5,0,1,0,0
844779,0,1,0,1,7,0,1,0,0
844783,1,0,1,0,6,1,0,0,0
844794,0,1,0,1,4,0,1,0,0
844807,0,1,0,1,3,0,1,0,0
844821,1,0,1,0,2,1,0,0,0
844824,0,1,0,1,7,0,1,0,0
844829,0,1,0,1,9,0,1,0,0
844859,1,1,1,1,4,1,1,1,0
844861,0,1,0,1,1,0,1,0,0
844865,0,1,0,1,9,0,1,0,0
844877,0,1,0,1,5,0,1,0,0
844898,0,1,0,1,5,0,1,0,0
844913,1,0,1,0,1,1,0,0,0
844922,1,0,1,0,9,1,0,0,0
844942,1,1,1,1,5,1,1,1,0
844957,0,1,0,1,9,0,1,0,0
844960,0,1,0,1,2,0,1,0,0
844973,1,0,1,0,8,1,0,0,0
844975,0,1,0,1,2,0,1,0,0
844982,0,1,0,1,5,0,1,0,0
844985,0,1,0,1,1,0,1,0,0
844990,0,1,0,1,4,0,1,0,0
844998,0,1,0,1,3,0,1,0,0
845016,1,0,1,0,3,1,0,0,0
845029,0,1,0,1,1,0,1,0,0
845037,0,1,0,1,1,0,1,0,0
845039,0,1,0,1,1,0,1,0,0
845045,0,1,0,1,4,0,1,0,0
845048,1,0,1,0,9,1,0,0,0
845072,0,1,0,1,5,0,1,0,0
845078,0,1,0,1,7,0,1,0,0
845080,0,1,0,1,2,0,1,0,0
845094,0,1,0,1,5,0,1,0,0
845098,0,1,0,1,4,0,1,0,0
845109,0,1,0,1,5,0,1,0,0
845119,0,2,0,1,6,0,2,0,1
845134,0,1,0,1,5,0,1,0,0
845136,0,1,0,1,3,0,1,0,0
845145,0,1,0,1,1,0,1,0,0
845154,0,1,0,1,4,0,1,0,0
845160,0,1,0,1,2,0,1,0,0
845162,0,1,0,1,6,0,1,0,0
845167,0,1,0,1,5,0,1,0,0
845174,0,2,0,1,7,0,2,0,0
845177,1,0,1,0,7,1,0,0,0
845182,0,1,0,1,1,0,1,0,0
845183,0,1,0,1,6,0,1,0,0
845199,0,1,0,1,1,0,1,0,0
845211,0,1,0,1,4,0,1,0,0
845212,0,1,0,1,5,0,1,0,0
845220,0,1,0,1,1,0,1,0,0
845222,0,1,0,1,3,0,1,0,0
845240,0,1,0,1,6,0,1,0,0
845241,0,1,0,1,6,0,1,0,0
845243,1,0,1,0,6,1,0,0,0
845245,0,1,0,1,2,0,1,0,0
845249,0,1,0,1,7,0,1,0,0
845254,0,1,0,1,2,0,1,0,0
845264,0,1,0,1,7,0,1,0,0
845272,0,1,0,1,1,0,1,0,0
845281,1,0,1,0,3,1,0,0,0
845287,0,1,0,1,4,0,1,0,0
845300,0,1,0,1,2,0,1,0,0
845305,0,1,0,1,5,0,1,0,0
845308,2,0,1,0,2,2,0,0,0
845312,1,0,1,0,4,1,0,0,0
845318,1,0,1,0,4,1,0,0,0
845327,1,0,1,0,2,1,0,0,0
845329,0,1,0,1,9,0,1,0,0
845337,0,1,0,1,6,0,1,0,0
845352,0,1,0,1,3,0,1,0,0
845372,1,0,1,0,4,1,0,0,0
845374,0,1,0,1,2,0,1,0,0
845383,0,1,0,1,5,0,1,0,0
845387,1,1,1,1,4,1,1,1,0
845399,1,0,1,0,7,1,0,0,0
845410,0,1,0,1,6,0,1,0,0
845435,0,1,0,1,8,0,1,0,0
845441,0,1,0,1,5,0,1,0,0
845449,1,0,1,0,5,1,0,0,0
845450,0,1,0,1,1,0,1,0,0
845462,0,1,0,1,6,0,1,0,0
845470,0,1,0,1,2,0,1,0,0
845476,1,0,1,0,6,1,0,0,0
845480,0,1,0,1,3,0,1,0,0
845498,1,0,1,0,8,1,0,0,0
845501,0,1,0,1,1,0,1,0,0
845503,0,1,0,1,6,0,1,0,0
845570,0,1,0,1,9,0,1,0,0
845579,1,0,1,0,1,1,0,0,0
845589,2,0,1,0,1,2,0,0,0
845619,0,1,0,1,2,0,1,0,0
845628,0,2,0,1,5,0,2,0,1
845631,0,1,0,1,6,0,1,0,0
845637,1,1,1,1,4,1,1,0,1
845651,2,0,1,0,7,2,0,1,0
845659,0,1,0,1,9,0,1,0,0
845661,0,1,0,1,4,0,1,0,0
845693,0,1,0,1,1,0,1,0,0
845714,0,1,0,1,2,0,1,0,0
845716,0,1,0,1,6,0,1,0,0
845733,0,1,0,1,2,0,1,0,0
845746,0,1,0,1,2,0,1,0,0
845755,1,0,1,0,4,1,0,0,0
845758,0,1,0,1,6,0,1,0,0
845762,1,0,1,0,5,1,0,0,0
845767,1,0,1,0,1,1,0,0,0
845770,1,1,1,1,1,1,1,0,0
845772,0,1,0,1,3,0,1,0,0
845780,0,1,0,1,4,0,1,0,0
845818,0,1,0,1,6,0,1,0,0
845827,1,1,1,1,5,1,1,1,0
845831,0,1,0,1,7,0,1,0,0
845832,0,1,0,1,3,0,1,0,0
845833,0,1,0,1,2,0,1,0,0
845846,1,0,1,0,4,1,0,0,0
845877,1,0,1,0,2,1,0,0,0
845893,0,1,0,1,2,0,1,0,0
845909,0,1,0,1,1,0,1,0,0
845910,0,1,0,1,3,0,1,0,0
845915,0,1,0,1,8,0,1,0,0
845918,2,0,1,0,6,2,0,1,0
845929,0,1,0,1,3,0,1,0,0
845935,0,1,0,1,6,0,1,0,0
845952,0,1,0,1,5,0,1,0,0
845956,0,1,0,1,1,0,1,0,0
845962,0,1,0,1,3,0,1,0,0
845966,0,1,0,1,5,0,1,0,0
845967,0,1,0,1,5,0,1,0,0
845969,1,0,1,0,4,1,0,0,0
845970,1,0,1,0,3,1,0,0,0
845994,0,1,0,1,9,0,1,0,0
846027,0,1,0,1,3,0,1,0,0
846030,1,0,1,0,2,1,0,0,0
846031,1,0,1,0,6,1,0,0,0
846035,0,1,0,1,4,0,1,0,0
846048,0,1,0,1,6,0,1,0,0
846056,0,1,0,1,8,0,1,0,0
846091,0,1,0,1,1,0,1,0,0
846105,0,1,0,1,9,0,1,0,0
846121,0,1,0,1,1,0,1,0,0
846124,0,1,0,1,8,0,1,0,0
846125,0,1,0,1,9,0,1,0,0
846137,0,1,0,1,4,0,1,0,0
846149,1,1,1,1,6,1,1,1,0
846150,0,1,0,1,6,0,1,0,0
846167,0,1,0,1,2,0,1,0,0
846170,0,1,0,1,2,0,1,0,0
846182,0,1,0,1,4,0,1,0,0
846184,0,1,0,1,2,0,1,0,0
846189,1,0,1,0,4,1,0,0,0
846206,0,1,0,1,5,0,1,0,0
846214,1,0,1,0,3,1,0,0,0
846232,0,1,0,1,4,0,1,0,0
846252,0,1,0,1,3,0,1,0,0
846268,0,1,0,1,4,0,1,0,0
846280,0,1,0,1,4,0,1,0,0
846281,0,1,0,1,1,0,1,0,0
846294,0,1,0,1,6,0,1,0,0
846296,0,1,0,1,6,0,1,0,0
846303,1,0,1,0,2,1,0,0,0
846308,0,1,0,1,3,0,1,0,0
846317,0,2,0,1,4,0,2,0,1
846341,0,1,0,1,4,0,1,0,0
846346,0,1,0,1,5,0,1,0,0
846347,0,1,0,1,8,0,1,0,0
846355,0,1,0,1,6,0,1,0,0
846357,0,1,0,1,9,0,1,0,0
846365,0,1,0,1,1,0,1,0,0
846370,0,1,0,1,6,0,1,0,0
846372,0,1,0,1,2,0,1,0,0
846389,0,1,0,1,5,0,1,0,0
846401,0,1,0,1,9,0,1,0,0
846412,0,1,0,1,8,0,1,0,0
846414,0,1,0,1,4,0,1,0,0
846435,0,1,0,1,5,0,1,0,0
846447,0,2,0,1,9,0,2,0,1
846448,0,1,0,1,5,0,1,0,0
846450,0,1,0,1,4,0,1,0,0
846453,0,1,0,1,1,0,1,0,0
846461,0,1,0,1,5,0,1,0,0
846462,0,1,0,1,4,0,1,0,0
846467,0,1,0,1,9,0,1,0,0
846471,0,1,0,1,1,0,1,0,0
846480,0,1,0,1,1,0,1,0,0
846486,0,1,0,1,3,0,1,0,0
846520,1,0,1,0,4,1,0,0,0
846527,1,0,1,0,9,1,0,0,0
846546,0,1,0,1,2,0,1,0,0
846563,0,1,0,1,5,0,1,0,0
846564,0,1,0,1,3,0,1,0,0
846569,0,1,0,1,3,0,1,0,0
846574,0,1,0,1,2,0,1,0,0
846583,0,2,0,1,2,0,2,0,0
846588,1,0,1,0,6,1,0,0,0
846594,0,1,0,1,6,0,1,0,0
846611,2,1,1,1,4,2,1,2,0
846667,1,0,1,0,9,1,0,0,0
846677,0,1,0,1,5,0,1,0,0
846693,0,1,0,1,1,0,1,0,0
846697,0,1,0,1,1,0,1,0,0
846703,0,1,0,1,4,0,1,0,0
846707,1,0,1,0,6,1,0,0,0
846709,1,0,1,0,5,1,0,0,0
846713,1,1,1,1,9,1,1,1,0
846720,0,1,0,1,5,0,1,0,0
846722,2,0,1,0,4,2,0,0,0
846748,0,1,0,1,2,0,1,0,0
846749,0,1,0,1,1,0,1,0,0
846750,0,2,0,1,3,0,2,0,0
846765,0,1,0,1,1,0,1,0,0
846787,0,1,0,1,1,0,1,0,0
846789,0,1,0,1,3,0,1,0,0
846791,0,1,0,1,9,0,1,0,0
846797,0,1,0,1,5,0,1,0,0
846807,1,0,1,0,2,1,0,0,0
846820,0,1,0,1,7,0,1,0,0
846821,0,1,0,1,6,0,1,0,0
846838,0,1,0,1,6,0,1,0,0
846846,0,1,0,1,2,0,1,0,0
846847,0,1,0,1,1,0,1,0,0
846856,0,1,0,1,3,0,1,0,0
846866,0,1,0,1,6,0,1,0,0
846872,0,1,0,1,7,0,1,0,0
846877,0,1,0,1,1,0,1,0,0
846904,0,1,0,1,7,0,1,0,0
846911,0,1,0,1,8,0,1,0,0
846928,0,1,0,1,4,0,1,0,0
846937,0,1,0,1,6,0,1,0,0
846942,0,1,0,1,8,0,1,0,0
846955,0,1,0,1,2,0,1,0,0
846978,0,1,0,1,3,0,1,0,0
846979,0,1,0,1,3,0,1,0,0
846991,1,0,1,0,5,1,0,0,0
847010,1,0,1,0,4,1,0,0,0
847011,0,1,0,1,3,0,1,0,0
847013,0,1,0,1,5,0,1,0,0
847018,0,1,0,1,1,0,1,0,0
847019,0,1,0,1,6,0,1,0,0
847052,0,1,0,1,2,0,1,0,0
847061,1,0,1,0,1,1,0,0,0
847063,0,1,0,1,5,0,1,0,0
847071,1,0,1,0,3,1,0,0,0
847076,0,1,0,1,7,0,1,0,0
847085,1,0,1,0,7,1,0,0,0
847095,0,1,0,1,3,0,1,0,0
847116,0,1,0,1,4,0,1,0,0
847147,0,1,0,1,1,0,1,0,0
847148,1,0,1,0,1,1,0,0,0
847158,0,1,0,1,2,0,1,0,0
847166,0,1,0,1,4,0,1,0,0
847201,0,1,0,1,3,0,1,0,0
847221,0,1,0,1,5,0,1,0,0
847227,0,1,0,1,7,0,1,0,0
847241,1,0,1,0,2,1,0,0,0
847249,0,1,0,1,5,0,1,0,0
847259,0,1,0,1,8,0,1,0,0
847270,0,1,0,1,9,0,1,0,0
847300,0,1,0,1,7,0,1,0,0
847303,0,1,0,1,1,0,1,0,0
847311,2,0,1,0,6,2,0,0,0
847315,1,1,1,1,6,1,1,1,0
847317,0,1,0,1,4,0,1,0,0
847323,0,1,0,1,9,0,1,0,0
847327,0,1,0,1,9,0,1,0,0
847329,0,1,0,1,2,0,1,0,0
847350,0,1,0,1,4,0,1,0,0
847358,0,1,0,1,4,0,1,0,0
847360,0,1,0,1,7,0,1,0,0
847364,0,1,0,1,6,0,1,0,0
847403,0,1,0,1,4,0,1,0,0
847421,0,1,0,1,4,0,1,0,0
847422,0,1,0,1,1,0,1,0,0
847423,0,1,0,1,3,0,1,0,0
847453,0,1,0,1,3,0,1,0,0
847458,1,0,1,0,8,1,0,0,0
847461,1,0,1,0,6,1,0,0,0
847468,0,1,0,1,6,0,1,0,0
847479,1,0,1,0,6,1,0,0,0
847494,0,1,0,1,1,0,1,0,0
847512,0,1,0,1,9,0,1,0,0
847537,0,1,0,1,5,0,1,0,0
847551,2,0,1,0,5,2,0,0,0
847578,0,1,0,1,1,0,1,0,0
847583,0,1,0,1,2,0,1,0,0
847591,0,1,0,1,3,0,1,0,0
847592,1,0,1,0,4,1,0,0,0
847604,1,0,1,0,5,1,0,0,0
847624,0,1,0,1,8,0,1,0,0
847643,0,1,0,1,1,0,1,0,0
847656,1,0,1,0,3,1,0,0,0
847663,0,1,0,1,8,0,1,0,0
847680,0,1,0,1,3,0,1,0,0
847706,0,1,0,1,9,0,1,0,0
847707,1,1,1,1,1,1,1,0,0
847711,0,1,0,1,2,0,1,0,0
847712,0,1,0,1,5,0,1,0,0
847714,0,1,0,1,2,0,1,0,0
847738,0,1,0,1,8,0,1,0,0
847740,0,1,0,1,7,0,1,0,0
847753,0,1,0,1,7,0,1,0,0
847774,0,1,0,1,4,0,1,0,0
847799,0,1,0,1,2,0,1,0,0
847803,0,1,0,1,1,0,1,0,0
847807,0,1,0,1,6,0,1,0,0
847826,0,1,0,1,6,0,1,0,0
847835,0,1,0,1,6,0,1,0,0
847846,1,0,1,0,9,1,0,0,0
847878,0,1,0,1,2,0,1,0,0
847889,1,0,1,0,3,1,0,0,0
847905,0,1,0,1,5,0,1,0,0
847931,0,1,0,1,5,0,1,0,0
847942,1,1,1,1,4,1,1,0,0
847952,0,1,0,1,9,0,1,0,0
847960,1,0,1,0,1,1,0,0,0
847995,0,1,0,1,1,0,1,0,0
847999,0,2,0,1,6,0,2,0,1
848014,0,1,0,1,6,0,1,0,0
848017,1,0,1,0,7,1,0,0,0
848025,0,1,0,1,2,0,1,0,0
848048,1,0,1,0,2,1,0,0,0
848057,0,1,0,1,9,0,1,0,0
848068,0,1,0,1,3,0,1,0,0
848073,0,1,0,1,1,0,1,0,0
848075,0,1,0,1,6,0,1,0,0
848077,0,1,0,1,2,0,1,0,0
848081,0,1,0,1,5,0,1,0,0
848082,1,0,1,0,4,1,0,0,0
848084,1,0,1,0,9,1,0,0,0
848092,0,1,0,1,1,0,1,0,0
848098,0,1,0,1,2,0,1,0,0
848111,0,1,0,1,7,0,1,0,0
848117,0,1,0,1,3,0,1,0,0
848119,0,1,0,1,1,0,1,0,0
848122,0,1,0,1,1,0,1,0,0
848124,0,2,0,1,9,0,2,0,1
848171,1,0,1,0,3,1,0,0,0
848177,1,0,1,0,4,1,0,0,0
848182,1,0,1,0,5,1,0,0,0
848183,0,1,0,1,6,0,1,0,0
848187,0,1,0,1,6,0,1,0,0
848206,0,1,0,1,4,0,1,0,0
848212,0,1,0,1,4,0,1,0,0
848217,1,0,1,0,6,1,0,0,0
848228,0,1,0,1,2,0,1,0,0
848260,0,1,0,1,7,0,1,0,0
848263,0,1,0,1,5,0,1,0,0
848268,1,0,1,0,8,1,0,0,0
848272,0,1,0,1,5,0,1,0,0
848290,0,1,0,1,5,0,1,0,0
848311,0,1,0,1,1,0,1,0,0
848313,0,1,0,1,6,0,1,0,0
848319,0,1,0,1,1,0,1,0,0
848329,0,1,0,1,4,0,1,0,0
848342,1,0,1,0,1,1,0,0,0
848349,1,0,1,0,1,1,0,0,0
848351,0,1,0,1,6,0,1,0,0
848364,0,1,0,1,1,0,1,0,0
848366,0,1,0,1,5,0,1,0,0
848375,0,1,0,1,2,0,1,0,0
848381,0,1,0,1,5,0,1,0,0
848400,0,1,0,1,6,0,1,0,0
848401,0,1,0,1,4,0,1,0,0
848418,1,0,1,0,2,1,0,0,0
848427,0,1,0,1,6,0,1,0,0
848430,0,1,0,1,3,0,1,0,0
848432,1,0,1,0,5,1,0,0,0
848467,1,0,1,0,5,1,0,0,0
848473,0,1,0,1,4,0,1,0,0
848487,2,0,1,0,4,2,0,0,0
848491,1,0,1,0,9,1,0,0,0
848495,0,1,0,1,9,0,1,0,0
848504,1,1,1,1,1,1,1,0,0
848520,1,0,1,0,6,1,0,0,0
848524,1,0,1,0,2,1,0,0,0
848528,1,1,1,1,4,1,1,0,0
848561,0,1,0,1,2,0,1,0,0
848563,0,1,0,1,6,0,1,0,0
848569,0,1,0,1,9,0,1,0,0
848586,1,0,1,0,6,1,0,0,0
848596,1,1,1,1,1,1,1,0,0
848605,1,0,1,0,9,1,0,0,0
848606,0,1,0,1,1,0,1,0,0
848612,0,2,0,1,8,0,2,0,1
848614,0,1,0,1,7,0,1,0,0
848619,0,1,0,1,5,0,1,0,0
848622,0,1,0,1,7,0,1,0,0
848631,0,1,0,1,3,0,1,0,0
848633,0,1,0,1,3,0,1,0,0
848643,0,1,0,1,9,0,1,0,0
848656,1,0,1,0,5,1,0,0,0
848661,0,1,0,1,6,0,1,0,0
848662,0,1,0,1,2,0,1,0,0
848675,1,0,1,0,2,1,0,0,0
848679,1,0,1,0,2,1,0,0,0
848680,0,1,0,1,7,0,1,0,0
848682,0,1,0,1,6,0,1,0,0
848698,0,1,0,1,7,0,1,0,0
848702,0,1,0,1,8,0,1,0,0
848713,0,1,0,1,7,0,1,0,0
848732,0,1,0,1,3,0,1,0,0
848733,1,0,1,0,1,1,0,0,0
848744,0,1,0,1,1,0,1,0,0
848760,0,1,0,1,6,0,1,0,0
848762,0,1,0,1,9,0,1,0,0
848765,0,1,0,1,6,0,1,0,0
848773,0,1,0,1,4,0,1,0,0
848775,0,1,0,1,9,0,1,0,0
848783,1,0,1,0,8,1,0,0,0
848788,0,1,0,1,9,0,1,0,0
848806,0,1,0,1,3,0,1,0,0
848818,0,1,0,1,2,0,1,0,0
848822,0,2,0,1,8,0,2,0,1
848829,0,1,0,1,3,0,1,0,0
848840,0,1,0,1,3,0,1,0,0
848865,0,1,0,1,1,0,1,0,0
848870,0,1,0,1,5,0,1,0,0
848877,0,1,0,1,7,0,1,0,0
848880,0,1,0,1,7,0,1,0,0
848892,0,1,0,1,9,0,1,0,0
848896,1,0,1,0,6,1,0,0,0
848903,2,0,1,0,1,2,0,0,0
848919,0,1,0,1,5,0,1,0,0
848924,0,1,0,1,1,0,1,0,0
848928,0,1,0,1,9,0,1,0,0
848936,0,1,0,1,7,0,1,0,0
848938,0,1,0,1,7,0,1,0,0
848953,0,1,0,1,7,0,1,0,0
848974,0,1,0,1,3,0,1,0,0
848975,1,0,1,0,6,1,0,0,0
848980,0,1,0,1,5,0,1,0,0
848992,0,2,0,1,9,0,2,0,1
848994,1,0,1,0,6,1,0,0,0
848998,0,1,0,1,1,0,1,0,0
849002,0,1,0,1,8,0,1,0,0
849020,0,1,0,1,4,0,1,0,0
849024,0,1,0,1,1,0,1,0,0
849060,1,0,1,0,6,1,0,0,0
849061,0,1,0,1,2,0,1,0,0
849066,1,0,1,0,1,1,0,0,0
849072,0,1,0,1,1,0,1,0,0
849073,0,1,0,1,5,0,1,0,0
849089,0,1,0,1,6,0,1,0,0
849093,2,0,1,0,3,2,0,0,0
849107,0,1,0,1,6,0,1,0,0
849129,1,0,1,0,3,1,0,0,0
849131,0,1,0,1,1,0,1,0,0
849138,0,1,0,1,2,0,1,0,0
849164,0,1,0,1,2,0,1,0,0
849187,0,1,0,1,7,0,1,0,0
849188,0,1,0,1,5,0,1,0,0
849189,0,1,0,1,7,0,1,0,0
849202,1,0,1,0,6,1,0,0,0
849207,0,1,0,1,3,0,1,0,0
849209,0,2,0,1,5,0,2,0,1
849213,0,1,0,1,4,0,1,0,0
849214,0,1,0,1,3,0,1,0,0
849220,1,0,1,0,6,1,0,0,0
849221,0,1,0,1,8,0,1,0,0
849225,0,1,0,1,8,0,1,0,0
849236,0,1,0,1,5,0,1,0,0
849272,0,1,0,1,1,0,1,0,0
849282,0,1,0,1,7,0,1,0,0
849294,1,0,1,0,2,1,0,0,0
849297,0,1,0,1,9,0,1,0,0
849308,0,1,0,1,2,0,1,0,0
849323,0,1,0,1,5,0,1,0,0
849325,0,1,0,1,5,0,1,0,0
849331,0,1,0,1,6,0,1,0,0
849332,0,1,0,1,9,0,1,0,0
849340,0,1,0,1,6,0,1,0,0
849368,0,1,0,1,2,0,1,0,0
849395,0,1,0,1,7,0,1,0,0
849406,0,1,0,1,3,0,1,0,0
849407,0,1,0,1,3,0,1,0,0
849415,0,1,0,1,4,0,1,0,0
849416,1,0,1,0,3,1,0,0,0
849419,0,1,0,1,8,0,1,0,0
849422,1,0,1,0,2,1,0,0,0
849437,0,1,0,1,7,0,1,0,0
849440,1,0,1,0,4,1,0,0,0
849445,0,1,0,1,4,0,1,0,0
849474,0,1,0,1,7,0,1,0,0
849495,1,0,1,0,9,1,0,0,0
849501,1,0,1,0,5,1,0,0,0
849516,0,1,0,1,5,0,1,0,0
849537,0,1,0,1,4,0,1,0,0
849541,0,1,0,1,8,0,1,0,0
849546,0,1,0,1,3,0,1,0,0
849550,1,0,1,0,5,1,0,0,0
849553,1,0,1,0,9,1,0,0,0
849558,1,0,1,0,5,1,0,0,0
849559,0,1,0,1,9,0,1,0,0
849561,0,1,0,1,6,0,1,0,0
849566,1,0,1,0,2,1,0,0,0
849587,0,1,0,1,1,0,1,0,0
849589,1,0,1,0,5,1,0,0,0
849592,1,0,1,0,5,1,0,0,0
849602,0,1,0,1,9,0,1,0,0
849613,0,1,0,1,3,0,1,0,0
849644,2,0,1,0,8,2,0,1,0
849651,0,1,0,1,1,0,1,0,0
849659,0,1,0,1,2,0,1,0,0
849665,1,0,1,0,5,1,0,0,0
849666,0,1,0,1,8,0,1,0,0
849672,1,0,1,0,5,1,0,0,0
849674,1,0,1,0,5,1,0,0,0
849682,0,1,0,1,9,0,1,0,0
849686,0,1,0,1,6,0,1,0,0
849691,0,1,0,1,3,0,1,0,0
849696,1,0,1,0,3,1,0,0,0
849723,0,1,0,1,1,0,1,0,0
849732,0,1,0,1,3,0,1,0,0
849734,0,1,0,1,2,0,1,0,0
849735,0,1,0,1,9,0,1,0,0
849738,0,1,0,1,6,0,1,0,0
849741,1,0,1,0,5,1,0,0,0
849746,0,1,0,1,6,0,1,0,0
849751,1,0,1,0,6,1,0,0,0
849754,0,1,0,1,2,0,1,0,0
849766,0,1,0,1,3,0,1,0,0
849771,0,1,0,1,5,0,1,0,0
849785,0,1,0,1,2,0,1,0,0
849786,1,0,1,0,1,1,0,0,0
849788,0,1,0,1,6,0,1,0,0
849796,0,1,0,1,5,0,1,0,0
849803,0,1,0,1,2,0,1,0,0
849822,0,1,0,1,3,0,1,0,0
849835,1,1,1,1,1,1,1,0,0
849837,1,0,1,0,4,1,0,0,0
849852,0,1,0,1,7,0,1,0,0
849854,0,1,0,1,3,0,1,0,0
849855,0,1,0,1,9,0,1,0,0
849866,0,1,0,1,1,0,1,0,0
